name,sex,latest_year,latest_rank,latest_count,first_year,total_count,origin_backgrounds,languages,scripts,variants,meaning,age_style_category,historical_significance_score,semantic_summary
Mackenzie,F,2020,119,2283,1973,139711,Scottish|Gaelic,en|gd|ga,Latin,Mackenzie|Mckenzie|Mckenna|Makenna|Kenzie|Kenna,son of coinneach or born of fire,modern,0.4,"Mackenzie is a Scottish and Gaelic name meaning son of coinneach or born of fire, a Scottish surname family with bright unisex energy and modern nicknames. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Alaia,F,2020,120,2254,1986,6299,Basque|Arabic,en|eu|ar,Latin|Arabic,Alaia|Alaiya|Alaya|Alayah|Alaïa|Alya,joyful or exalted,modern,0.4,"Alaia is a Basque and Arabic name meaning joyful or exalted, a multicultural name with airy vowels and uplifting meanings. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Isabelle,F,2020,121,2226,1880,97794,Hebrew|Spanish|Italian,en|he|es|it,Latin|Hebrew,Isabelle|Isabella|Isabel|Bella|Izabella|Isobel,my god is an oath,timeless,0.8,"Isabelle is a Hebrew, Spanish, and Italian name meaning my god is an oath, a royal Elizabeth form with romantic Romance-language elegance. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Charlie,F,2020,122,2219,1880,202665,Germanic|French,en|de|fr,Latin,Charlie|Charles|Carl|Carlos|Carlo|Karl,free man,classic,0.9,"Charlie is a Germanic and French name meaning free man, a royal name family carried by emperors, kings, and writers across Europe. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Arianna,F,2020,123,2193,1963,96000,Greek|Hebrew,en|el|he,Latin|Greek|Hebrew,Arianna|Ariana|Arielle|Ariella|Ariel|Ariadne,most holy or lion of god,classic,0.7,"Arianna is a Greek and Hebrew name meaning most holy or lion of god, a flowing name family with classical myth and Hebrew angelic imagery. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Mary,F,2020,124,2188,1880,4145486,Hebrew|Latin,en|he|la,Latin|Hebrew,Mary|Maria|Miriam|Mariam|María|Maren,beloved or bitter,timeless,0.9,"Mary is a Hebrew and Latin name meaning beloved or bitter, one of the most enduring biblical name families in Christian and Jewish traditions. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Remi,F,2020,125,2185,1915,14477,Latin|French,en|la|fr,Latin,Remi|Remy|Rémi|Remie|Remington|Remigia,oarsman,modern,0.4,"Remi is a Latin and French name meaning oarsman, a French saint name with light rhythm and travel-on-water imagery. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Margaret,F,2020,126,2178,1880,1257168,Greek|Persian,en|el|fa,Latin|Greek,Margaret|Maggie|Margot|Maisie|Megan|Marjorie,pearl,classic,0.9,"Margaret is a Greek and Persian name meaning pearl, a saintly and royal name family with jewel imagery and deep literary history. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Iris,F,2020,127,2159,1880,86838,Greek,en|el,Latin|Greek,Iris|Irisa|Iride|Irisz|Iria|Rainbow,rainbow,timeless,0.7,"Iris is a Greek name meaning rainbow, a Greek goddess and flower name with color, message, and spring imagery. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Parker,F,2020,128,2131,1880,132921,English,en,Latin,Parker|Parkar|Parke|Parks|Parkes|Park,park keeper,modern,0.3,"Parker is an English name meaning park keeper, an occupational surname name with preppy ease and open green-space imagery. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Ximena,F,2020,129,2018,1966,30374,Spanish|Hebrew,en|es|he,Latin|Hebrew,Ximena|Jimena|Simona|Ximene|Jemina|Jimina,he has heard,classic,0.6,"Ximena is a Spanish and Hebrew name meaning he has heard, an Iberian name linked to medieval nobility and the Simon name family. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Eden,F,2020,130,2016,1917,45849,Hebrew,en|he,Latin|Hebrew,Eden|Edan|Eadin|Edenia|Éden|Aidan,delight or paradise,timeless,0.7,"Eden is a Hebrew name meaning delight or paradise, a biblical garden place name with lush spiritual and natural imagery. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Ayla,F,2020,131,2006,1963,23690,Scottish|Spanish|Turkish,en|gd|es|tr,Latin,Ayla|Isla|Ila|Eila|Islay|Aila,island or moon halo,modern,0.5,"Ayla is a Scottish, Spanish, and Turkish name meaning island or moon halo, a soft place and word name with island, moonlight, and lyrical appeal. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Kylie,F,2020,132,2006,1960,114402,Dutch|English,en|nl,Latin,Kylie|Kyler|Kylan|Kylar|Kylen|Kylo,archer or narrow channel,modern,0.2,"Kylie is a Dutch and English name meaning archer or narrow channel, a modern surname-style name with uncertain European roots and crisp sounds. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Elliana,F,2020,133,2000,1986,17210,Hebrew|Latin,en|he|la,Latin|Hebrew,Elliana|Eliana|Elianna|Eliyanna|Eliane|Aliana,my god has answered or sun,modern,0.7,"Elliana is a Hebrew and Latin name meaning my god has answered or sun, a flowing name blending Hebrew devotion with luminous Romance style. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Josie,F,2020,134,1987,1880,62840,Hebrew|French,en|he|fr,Latin|Hebrew,Josie|Josephine|Josefina|Josepha|Giuseppina|Jozefa,he will add,classic,0.8,"Josie is a Hebrew and French name meaning he will add, a feminine Joseph form with vintage elegance and international saintly associations. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Katherine,F,2020,135,1968,1880,643993,Greek,en|el,Latin|Greek,Katherine|Catherine|Kate|Katie|Kaitlyn|Catalina,pure,classic,0.9,"Katherine is a Greek name meaning pure, a saintly royal name family with many polished English and Romance forms. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Faith,F,2020,136,1964,1880,140837,Latin|English,en|la,Latin,Faith|Faye|Fidelia|Fides|Fayth|Fay,trust or belief,timeless,0.7,"Faith is a Latin and English name meaning trust or belief, a virtue name with direct spiritual force and Puritan-era endurance. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Alexandra,F,2020,137,1954,1894,238766,Greek,en|el,Latin|Greek,Alexandra|Alexandria|Alexia|Alexa|Lexi|Alessandra,defender of men,timeless,0.8,"Alexandra is a Greek name meaning defender of men, a feminine classical form with regal breadth and a cosmopolitan scholarly feel. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Eloise,F,2020,138,1950,1880,56697,Germanic|French,en|de|fr,Latin,Eloise|Heloise|Héloïse|Louise|Aloisa|Eloisa,healthy and wide,classic,0.7,"Eloise is a Germanic and French name meaning healthy and wide, a medieval French name with intellectual romance and refined vintage style. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Adalyn,F,2020,139,1918,1908,23244,Germanic|English,en|de,Latin,Adalyn|Addison|Addilyn|Adelyn|Adalynn|Adeline,noble or son of adam,modern,0.4,"Adalyn is a Germanic and English name meaning noble or son of adam, a surname and noble-name family shaped by modern -lyn and -line forms. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Amaya,F,2020,140,1916,1972,34674,Basque|Japanese|Spanish,en|eu|ja|es,Latin|CJK,Amaya|Amaia|Amayah|Maya,the end or night rain,modern,0.4,"Amaya is a Basque, Japanese, and Spanish name meaning the end or night rain, a multicultural name with poetic weather imagery and soft vowels. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Jasmine,F,2020,141,1915,1906,251719,Persian,en|fa,Latin,Jasmine|Yasmin|Yasmine|Jazmin|Jazmine|Jessamine,jasmine flower,classic,0.6,"Jasmine is a Persian name meaning jasmine flower, a fragrant floral name with Persian roots and romantic literary associations. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Amara,F,2020,142,1902,1961,17990,Igbo|Latin|Greek,en|ig|la|el,Latin|Greek,Amara|Amarah|Amari|Amarachi|Mara|Amaris,grace or immortal,modern,0.5,"Amara is an Igbo, Latin, and Greek name meaning grace or immortal, a multicultural name with graceful, eternal, and spiritual overtones. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Daisy,F,2020,143,1877,1880,146124,English,en,Latin,Daisy|Daisie|Daisee|Marguerite|Daisey|Dayse,day's eye flower,classic,0.5,"Daisy is an English name meaning day's eye flower, a cheerful floral name with bright meadow imagery and vintage sweetness. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Reese,F,2020,144,1867,1880,53667,Welsh,en|cy,Latin,Reese|Rhys|Reece|Rees|Reesa|Riese,ardor or enthusiasm,modern,0.4,"Reese is a Welsh name meaning ardor or enthusiasm, a Welsh name with energetic meaning and crisp unisex appeal. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Valerie,F,2020,145,1867,1884,263889,Latin,en|la,Latin,Valerie|Valentina|Valeria|Valery|Valentino|Valentin,strong or healthy,classic,0.8,"Valerie is a Latin name meaning strong or healthy, a Roman name family with romantic strength and saintly associations. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Brianna,F,2020,146,1859,1963,256873,Irish|Celtic,en|ga,Latin,Brianna|Briana|Breanna|Bryanna|Brianne|Bria,high or noble,modern,0.4,"Brianna is an Irish and Celtic name meaning high or noble, a feminine Brian form with noble meaning and melodic modern style. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Cecilia,F,2020,147,1846,1880,100720,Latin,en|la,Latin,Cecilia|Cecelia|Celia|Cécile|Cecily|Cecilio,blind,classic,0.8,"Cecilia is a Latin name meaning blind, a saintly Roman name associated with music, devotion, and refined elegance. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Andrea,F,2020,148,1804,1881,443110,Greek,en|el,Latin|Greek,Andrea|Andria|Andreia|Andrée|Andriana|Andie,manly or brave,classic,0.7,"Andrea is a Greek name meaning manly or brave, a feminine and international Andrew form with strong classical roots. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Summer,F,2020,149,1804,1918,81626,English,en,Latin,Summer|Sommer|Somers|Sommerly|Verano|Somer,summer season,modern,0.4,"Summer is an English name meaning summer season, a seasonal name filled with warmth, light, and relaxed natural imagery. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Valeria,F,2020,150,1803,1881,70738,Latin,en|la,Latin,Valeria|Valentina|Valerie|Valery|Valentino|Valentin,strong or healthy,classic,0.8,"Valeria is a Latin name meaning strong or healthy, a Roman name family with romantic strength and saintly associations. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Norah,F,2020,151,1797,1880,26581,Latin|Greek,en|la|el,Latin|Greek,Norah|Nora|Noreen|Honora|Eleanora|Noora,honor or light,classic,0.7,"Norah is a Latin and Greek name meaning honor or light, a concise vintage name with links to Honora, Eleanor, and luminous tradition. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Ariella,F,2020,152,1792,1967,14066,Greek|Hebrew,en|el|he,Latin|Greek|Hebrew,Ariella|Ariana|Arianna|Arielle|Ariel|Ariadne,most holy or lion of god,classic,0.7,"Ariella is a Greek and Hebrew name meaning most holy or lion of god, a flowing name family with classical myth and Hebrew angelic imagery. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Esther,F,2020,153,1787,1880,261533,Persian|Hebrew,en|fa|he,Latin|Hebrew,Esther|Ester|Hester|Hadassah|Estera|Eszter,star or myrtle,timeless,0.9,"Esther is a Persian and Hebrew name meaning star or myrtle, a biblical queen name of courage, hidden identity, and Jewish history. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Ashley,F,2020,154,1784,1880,865677,English,en,Latin,Ashley|Ashlee|Ashleigh|Ashly|Ashlyn|Aisling,ash tree meadow,modern,0.4,"Ashley is an English name meaning ash tree meadow, an English surname name with tree imagery and late-20th-century familiarity. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Emerson,F,2020,155,1774,1880,51646,Germanic|English,en|de,Latin,Emerson|Emersyn|Emery|Emory|Emmerich|Emrys,brave power or son of emery,modern,0.4,"Emerson is a Germanic and English name meaning brave power or son of emery, a surname-name family with literary associations and strong Germanic elements. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Aubree,F,2020,156,1770,1972,44265,Germanic|French,en|de|fr,Latin,Aubree|Aubrey|Aubrie|Aubry|Auberon|Aubrielle,elf ruler,modern,0.5,"Aubree is a Germanic and French name meaning elf ruler, a medieval Norman name revived with delicate unisex charm. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Isabel,F,2020,157,1756,1880,124800,Hebrew|Spanish|Italian,en|he|es|it,Latin|Hebrew,Isabel|Isabella|Isabelle|Bella|Izabella|Isobel,my god is an oath,timeless,0.8,"Isabel is a Hebrew, Spanish, and Italian name meaning my god is an oath, a royal Elizabeth form with romantic Romance-language elegance. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Anastasia,F,2020,158,1750,1880,48245,Greek,en|el,Latin|Greek,Anastasia|Anastasiya|Anastacia|Anastasie|Anastazja|Stasia,resurrection,timeless,0.8,"Anastasia is a Greek name meaning resurrection, an ancient Christian name with imperial, saintly, and Eastern European resonance. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Ryleigh,F,2020,159,1742,1986,29050,Irish,en|ga,Latin,Ryleigh|Riley|Rylee|Rylie|Reilly|OReilly,valiant,modern,0.4,"Ryleigh is an Irish name meaning valiant, an Irish surname-name with lively unisex energy and cheerful rhythm. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Khloe,F,2020,160,1729,1989,42703,Greek,en|el,Latin|Greek,Khloe|Chloe|Chloë|Cloe|Chloé|Cloey,green shoot,timeless,0.8,"Khloe is a Greek name meaning green shoot, an ancient epithet of Demeter with springlike freshness and New Testament use. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Taylor,F,2020,161,1729,1880,435595,English|French,en|fr,Latin,Taylor|Tailor|Tayler|Tahlor|Tayla|Tyler,tailor,modern,0.4,"Taylor is an English and French name meaning tailor, an occupational surname name with strong unisex tradition and polished practicality. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Londyn,F,2020,162,1728,1989,21874,English,en,Latin,Londyn|Landon|Landen|Landonne|London|Londin,long hill or from london,modern,0.3,"Londyn is an English name meaning long hill or from london, a place-based surname name with urban polish and soft contemporary rhythm. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Lucia,F,2020,163,1724,1880,46998,Latin,en|la,Latin,Lucia|Lucy|Lucille|Luciana|Lucie|Lucía,light,timeless,0.8,"Lucia is a Latin name meaning light, bright and graceful with saintly associations and a clear luminous image. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Emersyn,F,2020,164,1715,1998,12414,Germanic|English,en|de,Latin,Emersyn|Emerson|Emery|Emory|Emmerich|Emrys,brave power or son of emery,modern,0.4,"Emersyn is a Germanic and English name meaning brave power or son of emery, a surname-name family with literary associations and strong Germanic elements. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Callie,F,2020,165,1712,1880,62414,Sanskrit|Greek,en|sa|el,Latin|Devanagari|Greek,Callie|Kali|Kallie|Kalliope|Callista,black one or beautiful,modern,0.6,"Callie is a Sanskrit and Greek name meaning black one or beautiful, a name bridging Hindu goddess tradition and Greek beauty forms. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Sienna,F,2020,166,1708,1960,29096,Italian,en|it,Latin,Sienna|Siena|Sienne|Siennah,from siena or orange-red,modern,0.5,"Sienna is an Italian name meaning from siena or orange-red, a place and color name with Tuscan warmth and artistic earth tones. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Blakely,F,2020,167,1698,1920,12987,Old English,en,Latin,Blakely|Blake|Blaik|Blakeney|Blaise|Blayke,black or pale,classic,0.5,"Blakely is an Old English name meaning black or pale, an English surname name with striking color contrast and literary associations. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Kehlani,F,2020,168,1694,2015,4901,Hawaiian,en,Latin,Kehlani|Kalani|Kailani|Lani|Keilani|Kailan,sea and sky or heavenly one,modern,0.4,"Kehlani is a Hawaiian name meaning sea and sky or heavenly one, a Hawaiian-influenced name with airy vowels and oceanic imagery. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Genevieve,F,2020,169,1685,1880,116041,Germanic|French|Celtic,en|de|fr|ga,Latin,Genevieve|Genoveva|Geneviève|Ginevra|Guinevere|Jenny,woman of the tribe,classic,0.8,"Genevieve is a Germanic, French, and Celtic name meaning woman of the tribe, a saintly French name with medieval romance and elaborate elegance. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Alina,F,2020,170,1683,1892,34914,Germanic|Slavic,en|de|ru,Latin|Cyrillic,Alina|Aline|Adelina|Alena|Lina,noble or bright,classic,0.6,"Alina is a Germanic and Slavic name meaning noble or bright, a gentle European name with noble roots and a clean lyrical profile. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Bailey,F,2020,171,1653,1880,123573,English|French,en|fr,Latin,Bailey|Baylee|Bailee|Bayley|Bailie|Baylor,bailiff or steward,modern,0.3,"Bailey is an English and French name meaning bailiff or steward, an occupational surname name with friendly unisex charm. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Juniper,F,2020,172,1645,1969,9939,Latin|English,en|la,Latin,Juniper|Junipera|Junie|Juni|Juno|Ginepro,juniper tree,modern,0.4,"Juniper is a Latin and English name meaning juniper tree, a botanical name with evergreen fragrance and quirky natural style. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Maeve,F,2020,173,1637,1940,15344,Irish|Celtic,en|ga,Latin,Maeve|Medb|Maev|Maeva|Meabh|Mab,intoxicating,timeless,0.8,"Maeve is an Irish and Celtic name meaning intoxicating, an Irish mythological queen name with compact power and intoxicating charm. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Molly,F,2020,174,1635,1880,168871,Hebrew|English,en|he,Latin|Hebrew,Molly|Mollie|Polly|Mary|Malia|Moll,beloved or bitter,classic,0.6,"Molly is a Hebrew and English name meaning beloved or bitter, a warm diminutive of Mary with folk sweetness and long English use. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Harmony,F,2020,175,1611,1915,29619,Greek|English,en|el,Latin|Greek,Harmony|Harmonie|Harmonia|Harmoni|Harmany|Armonia,agreement or musical unity,modern,0.5,"Harmony is a Greek and English name meaning agreement or musical unity, a virtue and music name with peaceful balance and lyrical optimism. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Georgia,F,2020,176,1594,1880,156186,Greek,en|el,Latin|Greek,Georgia|Georgina|Georgette|Giorgia|Jorja|George,farmer or earthworker,classic,0.8,"Georgia is a Greek name meaning farmer or earthworker, a feminine George form with saintly roots and Southern warmth. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Magnolia,F,2020,177,1592,1880,13168,Latin|English,en|la,Latin,Magnolia|Magnolie|Magnólia|Maggie|Nolia,magnolia flower,modern,0.4,"Magnolia is a Latin and English name meaning magnolia flower, a grand botanical name with Southern blossoms and vintage elegance. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Catalina,F,2020,178,1584,1893,22665,Greek,en|el,Latin|Greek,Catalina|Katherine|Catherine|Kate|Katie|Kaitlyn,pure,classic,0.9,"Catalina is a Greek name meaning pure, a saintly royal name family with many polished English and Romance forms. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Freya,F,2020,179,1581,1931,10032,Norse,en|no,Latin,Freya|Freyja|Freja|Freia|Frøya|Frea,lady,timeless,0.8,"Freya is a Norse name meaning lady, a Norse goddess name associated with love, beauty, magic, and sovereignty. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Juliette,F,2020,180,1575,1881,31059,Latin,en|la,Latin,Juliette|Julia|Juliet|Juliana|Julianna|Giulia,youthful or downy-bearded,classic,0.8,"Juliette is a Latin name meaning youthful or downy-bearded, a Roman-rooted feminine name with Shakespearean romance and classical grace. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Sloane,F,2020,181,1571,1958,15079,Irish|Gaelic,en|ga,Latin,Sloane|Sloan|Sluaghán|Sloana|Slone|Sloaney,raider or warrior,modern,0.4,"Sloane is an Irish and Gaelic name meaning raider or warrior, an Irish surname-name with sleek urban sophistication. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
June,F,2020,182,1568,1880,199822,Latin|Roman,en|la,Latin,June|Juno|Junia|Junie|Juniper|Giunia,young or sacred to juno,classic,0.6,"June is a Latin and Roman name meaning young or sacred to juno, a month and goddess-linked name with summery vintage clarity. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Sara,F,2020,183,1565,1880,429350,Hebrew,en|he,Latin|Hebrew,Sara|Sadie|Sarah|Sarai|Sade|Saira,princess,timeless,0.8,"Sara is a Hebrew name meaning princess, a bright diminutive and variant family of the biblical matriarch Sarah. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Ada,F,2020,184,1548,1880,99151,Germanic,en|de,Latin,Ada|Adelaide|Adaline|Adele|Adela|Adelina,noble kind,classic,0.8,"Ada is a Germanic name meaning noble kind, a medieval noble name family with saintly history and vintage refinement. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Kimberly,F,2020,185,1548,1933,844244,Old English|English,en,Latin,Kimberly|Kimberley|Kimber|Kimbra|Kim|Cyneburg,cyneburg's meadow,modern,0.4,"Kimberly is an Old English and English name meaning cyneburg's meadow, an English place name with a polished late-20th-century feel. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
River,F,2020,186,1540,1971,34552,English|Latin,en|la,Latin,River|Rivers|Río|Riva|Rivière|Riven,flowing water,modern,0.3,"River is an English and Latin name meaning flowing water, a nature word name with movement, calm, and bohemian landscape imagery. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Ember,F,2020,187,1517,1946,13359,English,en,Latin,Ember|Emberly|Emberlee|Emberlyn|Amber|Emberleigh,glowing coal,modern,0.3,"Ember is an English name meaning glowing coal, a firelit nature word name with warmth and contemporary sparkle. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Juliana,F,2020,188,1515,1881,61240,Latin,en|la,Latin,Juliana|Julia|Juliet|Juliette|Julianna|Giulia,youthful or downy-bearded,classic,0.8,"Juliana is a Latin name meaning youthful or downy-bearded, a Roman-rooted feminine name with Shakespearean romance and classical grace. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Aliyah,F,2020,189,1511,1971,42378,Arabic|Hebrew,en|ar|he,Latin|Arabic|Hebrew,Aliyah|Aaliyah|Alia|Alaya|Alayah|Aleah,ascending or exalted,modern,0.6,"Aliyah is an Arabic and Hebrew name meaning ascending or exalted, a spiritual name of elevation with Arabic and Hebrew resonance. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Millie,F,2020,190,1494,1880,33358,Germanic|Latin,en|de|la,Latin,Millie|Milly|Amelia|Emily|Mildred|Millicent,gentle strength or rival,classic,0.5,"Millie is a Germanic and Latin name meaning gentle strength or rival, a vintage diminutive name with cozy warmth and antique roots. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Brynlee,F,2020,191,1490,1995,15375,Welsh|English,en|cy,Latin,Brynlee|Brinley|Brynleigh|Brinleigh|Bryn|Brina,hill meadow,modern,0.2,"Brynlee is a Welsh and English name meaning hill meadow, a modern compound name with Welsh hill imagery and fashionable -lee softness. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Teagan,F,2020,192,1485,1979,29187,Irish|Welsh,en|ga|cy,Latin,Teagan|Tegan|Teaghan|Téa|Taegan,poet or beautiful,modern,0.4,"Teagan is an Irish and Welsh name meaning poet or beautiful, a Celtic name with artistic meaning and bright unisex appeal. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Morgan,F,2020,193,1483,1880,260401,Welsh|Celtic,en|cy|ga,Latin,Morgan|Morgana|Morgane|Morgen|Morwen|Morrigan,sea-born or sea circle,timeless,0.7,"Morgan is a Welsh and Celtic name meaning sea-born or sea circle, a Celtic name with Arthurian and mythological sea imagery. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Jordyn,F,2020,194,1481,1979,61840,Hebrew,en|he,Latin|Hebrew,Jordyn|Jordan|Jorden|Jourdain|Yarden|Giordano,to flow down,timeless,0.8,"Jordyn is a Hebrew name meaning to flow down, a biblical river and place name with spiritual imagery and strong unisex breadth. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
London,F,2020,195,1477,1886,48718,English,en,Latin,London|Landon|Landen|Landonne|Londyn|Londin,long hill or from london,modern,0.3,"London is an English name meaning long hill or from london, a place-based surname name with urban polish and soft contemporary rhythm. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Alaina,F,2020,196,1475,1946,43439,Greek|French,en|el|fr,Latin|Greek,Alaina|Alayna|Elaina|Elaine|Alena|Helen,torch or shining light,classic,0.6,"Alaina is a Greek and French name meaning torch or shining light, a flowing Elaine-Helen form with luminous medieval elegance. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Olive,F,2020,197,1474,1880,58757,Latin,en|la,Latin,Olive|Oliva|Olivette|Olivia|Olivie|Oliwia,olive tree,classic,0.5,"Olive is a Latin name meaning olive tree, a botanical and peace-symbol name with vintage simplicity. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Rosalie,F,2020,198,1461,1880,75676,Latin|English,en|la,Latin,Rosalie|Rose|Rosie|Rosa|Rosalind|Rosemary,rose flower,classic,0.7,"Rosalie is a Latin and English name meaning rose flower, a floral name family carrying beauty, devotion, and vintage romance. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Alyssa,F,2020,199,1460,1950,310118,Germanic|French,en|de|fr,Latin,Alyssa|Alice|Alicia|Alison|Allison|Allie,noble kind,classic,0.8,"Alyssa is a Germanic and French name meaning noble kind, a medieval noble name made literary by Alice in Wonderland and many variants. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
