name,sex,latest_year,latest_rank,latest_count,first_year,total_count,origin_backgrounds,languages,scripts,variants,meaning,age_style_category,historical_significance_score,semantic_summary
River,M,2020,129,2771,1971,34552,English|Latin,en|la,Latin,River|Rivers|Río|Riva|Rivière|Riven,flowing water,modern,0.3,"River is an English and Latin name meaning flowing water, a nature word name with movement, calm, and bohemian landscape imagery. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Tyler,M,2020,130,2771,1880,610345,English,en,Latin,Tyler|Tylor|Tylar|Tiler|Tylere|Tye,tile maker,modern,0.3,"Tyler is an English name meaning tile maker, an occupational surname name with friendly late-20th-century familiarity. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Cole,M,2020,131,2751,1886,142470,English|Greek,en|el,Latin|Greek,Cole|Colby|Colson|Colton|Coel|Nichol,charcoal or victory of the people,classic,0.4,"Cole is an English and Greek name meaning charcoal or victory of the people, a short surname and nickname form with dark color imagery and a crisp sound. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Braxton,M,2020,132,2747,1885,55038,English,en,Latin,Braxton|Braxston|Brax|Braxten|Braxtyn|Brockton,brock's town,modern,0.2,"Braxton is an English name meaning brock's town, a surname-place name with a rugged consonant sound and contemporary style. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
George,M,2020,133,2746,1880,1483277,Greek,en|el,Latin|Greek,George|Jorge|Georgios|Giorgio|Joris|Yuri,farmer or earthworker,timeless,0.9,"George is a Greek name meaning farmer or earthworker, a royal and saintly name with dragon-slayer legends and agrarian roots. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Milo,M,2020,134,2741,1880,29110,Latin|Germanic,en|la|de,Latin,Milo|Miles|Myles|Mylo|Milos|Miloš,soldier or gracious,classic,0.6,"Milo is a Latin and Germanic name meaning soldier or gracious, a medieval name with soft strength and overlapping Latin and Germanic histories. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Zachary,M,2020,135,2698,1900,542710,Hebrew,en|he,Latin|Hebrew,Zachary|Zachariah|Zacharias|Zackary|Zacchaeus|Zack,yahweh remembers,timeless,0.8,"Zachary is a Hebrew name meaning yahweh remembers, a biblical name family with prophetic memory and friendly modern nicknames. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Ashton,M,2020,136,2690,1881,95980,English,en,Latin,Ashton|Aston|Ashtyn|Asheton|Ash|Asher,ash tree town,modern,0.3,"Ashton is an English name meaning ash tree town, an English place surname with tree imagery and a sleek contemporary feel. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Luis,M,2020,137,2679,1880,280632,Germanic|Spanish|French,en|de|es|fr,Latin,Luis|Louis|Lewis|Ludwig|Luigi|Ludovic,famous battle,classic,0.8,"Luis is a Germanic, Spanish, and French name meaning famous battle, a royal Germanic name family filtered through Spanish and French tradition. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Jasper,M,2020,138,2604,1880,48953,Persian,en|fa,Latin,Jasper|Casper|Gaspar|Kaspar|Gaspard|Jesper,treasurer,classic,0.7,"Jasper is a Persian name meaning treasurer, a jewel-toned Magi name with Persian roots and vintage literary charm. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Kaiden,M,2020,139,2594,1992,44020,English|Celtic,en|ga,Latin,Kaiden|Kayden|Caden|Kaden|Caiden|Cayden,modern coinage possibly battle,modern,0.1,"Kaiden is an English and Celtic name with modern coinage possibly battle, a recent -ayden family name with energetic sound and uncertain layered origins. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Adriel,M,2020,140,2592,1952,19068,Hebrew,en|he,Latin|Hebrew,Adriel|Azriel|Ariel|Uriel|Hadriel|Adriël,flock of god,timeless,0.7,"Adriel is a Hebrew name meaning flock of god, an angelic-sounding Hebrew name with devotional depth and airy vowels. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Gavin,M,2020,141,2570,1913,181530,Welsh|Celtic,en|cy|ga,Latin,Gavin|Gawain|Gwalchmai|Gavan|Gavyn|Gawen,white hawk or little falcon,classic,0.6,"Gavin is a Welsh and Celtic name meaning white hawk or little falcon, an Arthurian name with chivalric adventure and bird-of-prey imagery. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Bentley,M,2020,142,2555,1890,52634,English,en,Latin,Bentley|Bently|Benteley|Benton|Bentlee|Bentleigh,bent grass clearing,modern,0.3,"Bentley is an English name meaning bent grass clearing, an English place surname with polished luxury associations and meadow imagery. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Calvin,M,2020,143,2519,1880,209322,Latin|French,en|la|fr,Latin,Calvin|Calvino|Cal|Kalvin|Kelvin,bald,classic,0.7,"Calvin is a Latin and French name meaning bald, a Reformation-linked surname name with intellectual gravity and spare style. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Zion,M,2020,144,2500,1917,40013,Hebrew,en|he,Latin|Hebrew,Zion|Sion|Tzion|Zyon|Syon|Tsion,highest point or fortress,timeless,0.8,"Zion is a Hebrew name meaning highest point or fortress, a biblical place name rich with spiritual longing and mountain imagery. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Juan,M,2020,145,2496,1880,355733,Hebrew|English,en|he,Latin|Hebrew,Juan|Jack|John|Johnny|Johan|Jean,god is gracious,timeless,0.9,"Juan is a Hebrew and English name meaning god is gracious, a compact English form of John with folk-tale charm and deep biblical roots. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Maxwell,M,2020,146,2496,1880,98717,Latin|Scottish,en|la|gd,Latin,Maxwell|Max|Maximus|Maximilian|Maximiliano|Maxime,greatest or great stream,classic,0.7,"Maxwell is a Latin and Scottish name meaning greatest or great stream, a maximum-strength name family mixing Roman grandeur with Scottish surname roots. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Max,M,2020,147,2463,1880,157079,Latin|Scottish,en|la|gd,Latin,Max|Maxwell|Maximus|Maximilian|Maximiliano|Maxime,greatest,classic,0.6,"Max is a Latin and Scottish name meaning greatest, a compact form of the Max name family with bold Roman force. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Ryker,M,2020,148,2457,1970,30845,Germanic|Dutch,en|de|nl,Latin,Ryker|Riker|Rykerd|Rijker|Ryder|Rye,rich or powerful,modern,0.2,"Ryker is a Germanic and Dutch name meaning rich or powerful, a crisp surname-style name with Germanic strength and a contemporary hard-edged sound. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Carlos,M,2020,149,2446,1880,296222,Germanic|French,en|de|fr,Latin,Carlos|Charles|Charlie|Carl|Carlo|Karl,free man,classic,0.9,"Carlos is a Germanic and French name meaning free man, a royal name family carried by emperors, kings, and writers across Europe. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Emmanuel,M,2020,150,2442,1898,80947,Hebrew,en|he,Latin|Hebrew,Emmanuel|Emanuel|Manuel|Immanuel|Emanuele|Manolo,god is with us,timeless,0.9,"Emmanuel is a Hebrew name meaning god is with us, a messianic biblical name with deep Christian and Jewish resonance. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Jayce,M,2020,151,2442,1929,35489,Greek|English,en|el,Latin|Greek,Jayce|Jace|Jase|Jayson|Jason|Jasen,healer or modern short form,modern,0.4,"Jayce is a Greek and English name meaning healer or modern short form, a brisk Jason-related form with ancient roots and a streamlined contemporary sound. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Lorenzo,M,2020,152,2442,1880,71463,Latin|Italian,en|la|it,Latin,Lorenzo|Lawrence|Laurence|Laurent|Enzo,from laurentum or laurel-crowned,classic,0.8,"Lorenzo is a Latin and Italian name meaning from laurentum or laurel-crowned, a laurel-bearing name family with Renaissance warmth and saintly resonance. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Ivan,M,2020,153,2419,1880,139046,Hebrew|Scottish|Slavic,en|he|gd|ru,Latin|Hebrew|Cyrillic,Ivan|Ian|Iain|Eoin|Ewan|Sean,god is gracious,timeless,0.7,"Ivan is a Hebrew, Scottish, and Slavic name meaning god is gracious, a compact John-family form shaped by Gaelic and Slavic traditions. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Jude,M,2020,154,2412,1912,44612,Hebrew,en|he,Latin|Hebrew,Jude|Judah|Judas|Yehuda|Judit|Giuda,praised,timeless,0.8,"Jude is a Hebrew name meaning praised, a compact biblical name with apostolic links and a soulful literary tone. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
August,M,2020,155,2403,1880,54984,Latin,en|la,Latin,August|Austin|Augustine|Augustus|Agustin|Agustín,great or venerable,classic,0.8,"August is a Latin name meaning great or venerable, a Roman honorific name family with imperial weight and warm English familiarity. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Kevin,M,2020,156,2359,1912,1180280,Irish|Celtic,en|ga,Latin,Kevin|Caoimhín|Kevan|Kevyn|Keven|Kevon,handsome birth,classic,0.6,"Kevin is an Irish and Celtic name meaning handsome birth, an Irish saint name with gentle meaning and familiar mid-century warmth. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Malachi,M,2020,157,2354,1880,53620,Hebrew,en|he,Latin|Hebrew,Malachi|Malakai|Malachy|Malaki|Malakhi|Malachai,my messenger,timeless,0.8,"Malachi is a Hebrew name meaning my messenger, a prophetic biblical name with a dramatic rhythm and spiritual messenger imagery. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Elliott,M,2020,158,2350,1880,57045,Hebrew|English,en|he,Latin|Hebrew,Elliott|Elliot|Eliot|Eliott|Elyot|Elie,my god is yahweh,classic,0.6,"Elliott is a Hebrew and English name meaning my god is yahweh, a surname and medieval form of Elijah with literary refinement. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Rhett,M,2020,159,2338,1917,25506,Dutch|English,en|nl,Latin,Rhett|Rhet|Rhette|Rhys|Rett|Rhettt,advice or counsel,modern,0.4,"Rhett is a Dutch and English name meaning advice or counsel, a surname-name made dashing by literature and Southern style. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Archer,M,2020,160,2329,1880,16401,English|Germanic,en|de,Latin,Archer|Archie|Archibald|Archard|Archelaus,bowman or genuine bold,modern,0.4,"Archer is an English and Germanic name meaning bowman or genuine bold, a lively occupational name with medieval skill and friendly nicknames. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Karter,M,2020,161,2322,1985,24582,English,en,Latin,Karter|Carter|Cartier|Kartar|Karty,cart driver,modern,0.2,"Karter is an English name meaning cart driver, a spelling variant of Carter with occupational roots and sharp contemporary style. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Arthur,M,2020,162,2319,1880,536669,Celtic|Welsh,en|ga|cy,Latin,Arthur|Arturo|Artur|Artair|Artus|Arto,bear or stone,timeless,0.9,"Arthur is a Celtic and Welsh name meaning bear or stone, a legendary royal name anchored in Arthurian myth and chivalric imagination. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Luka,M,2020,163,2319,1975,11618,Greek|Latin,en|el|la,Latin|Greek,Luka|Luca|Lucas|Lukas|Luke|Luc,from lucania,modern,0.6,"Luka is a Greek and Latin name meaning from lucania, a Slavic and Romance form of Lucas with warm vowels and ancient roots. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Elliot,M,2020,164,2303,1880,52191,Hebrew|English,en|he,Latin|Hebrew,Elliot|Elliott|Eliot|Eliott|Elyot|Elie,my god is yahweh,classic,0.6,"Elliot is a Hebrew and English name meaning my god is yahweh, a surname and medieval form of Elijah with literary refinement. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Thiago,M,2020,165,2292,1986,13353,Spanish|Hebrew,en|es|he,Latin|Hebrew,Thiago|Santiago|Tiago|Iago|Yago|Diego,saint james or supplanter,classic,0.8,"Thiago is a Spanish and Hebrew name meaning saint james or supplanter, a Spanish James family name with pilgrimage, saintly, and Iberian resonance. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Brandon,M,2020,166,2287,1914,766096,English|Irish,en|ga,Latin,Brandon|Brendan|Bran|Brandan|Branden|Branton,broom hill or prince,classic,0.5,"Brandon is an English and Irish name meaning broom hill or prince, a place-surname and Celtic-adjacent name with sturdy late-century familiarity. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Camden,M,2020,167,2287,1915,52534,Scottish|Gaelic,en|gd|ga,Latin,Camden|Cameron|Kameron|Camryn|Kamryn|Camron,crooked nose,modern,0.4,"Camden is a Scottish and Gaelic name meaning crooked nose, a Scottish surname-name with a crisp unisex sound and clan-like familiarity. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Justin,M,2020,168,2277,1880,784658,Latin,en|la,Latin,Justin|Justen|Justyn|Justus|Justino|Giustino,just or fair,classic,0.7,"Justin is a Latin name meaning just or fair, a Roman virtue name with saintly history and a clean moral meaning. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Jesus,M,2020,169,2272,1880,235888,Hebrew|Aramaic|Greek,en|he|el,Latin|Hebrew|Greek,Jesus|Joshua|Jesús|Yeshua|Josue|Yehoshua,yahweh is salvation,timeless,0.9,"Jesus is a Hebrew, Aramaic, and Greek name meaning yahweh is salvation, a major biblical name family shared by Joshua and Jesus through layered translation. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Maddox,M,2020,170,2270,1995,38865,Welsh,en|cy,Latin,Maddox|Madoc|Madog|Madox|Maddix|Maddock,son of madoc or fortunate,modern,0.4,"Maddox is a Welsh name meaning son of madoc or fortunate, a Welsh surname name with sharp consonants and heroic medieval roots. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
King,M,2020,171,2237,1880,30985,English,en,Latin,King|Kingsley|Kingston|Royal|Prince|Royce,king or ruler,modern,0.3,"King is an English name meaning king or ruler, a title name projecting authority, aspiration, and bold modern style. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Theo,M,2020,172,2206,1880,20529,Greek,en|el,Latin|Greek,Theo|Theodore|Teo|Teodoro|Theodor|Teddy,gift of god,modern,0.7,"Theo is a Greek name meaning gift of god, a short Theodore form with ancient Greek depth and friendly current style. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Enzo,M,2020,173,2201,1915,16189,Italian|Germanic,en|it|de,Latin,Enzo|Lorenzo|Vincenzo|Heinz|Enzio|Renzo,home ruler or laurel-crowned,modern,0.5,"Enzo is an Italian and Germanic name meaning home ruler or laurel-crowned, a compact Italian nickname-name with sporty energy and old European roots. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Matteo,M,2020,174,2200,1911,21483,Hebrew|Italian|Spanish,en|he|it|es,Latin|Hebrew,Matteo|Mateo|Matthew|Matias|Mathias|Matthias,gift of god,classic,0.8,"Matteo is a Hebrew, Italian, and Spanish name meaning gift of god, a Romance Matthew form with apostolic roots and stylish melodic rhythm. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Emiliano,M,2020,175,2186,1885,28449,Latin|Italian|Spanish,en|la|it|es,Latin,Emiliano|Emilio|Emil|Émile|Aemilianus,rival or eager,classic,0.7,"Emiliano is a Latin, Italian, and Spanish name meaning rival or eager, a Roman name family with Romance warmth and elegant rhythmic length. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Dean,M,2020,176,2149,1880,183444,English,en,Latin,Dean|Dane|Deane|Dino|Dion|Deen,valley or church official,classic,0.4,"Dean is an English name meaning valley or church official, an English surname and title name with compact mid-century cool. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Hayden,M,2020,177,2146,1880,131673,English,en,Latin,Hayden|Haiden|Haydon|Haidyn|Haydn|Haydenn,hay valley,modern,0.3,"Hayden is an English name meaning hay valley, a surname-place name with open-field imagery and a soft contemporary ending. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Finn,M,2020,178,2133,1918,25602,Irish|Celtic,en|ga,Latin,Finn|Finley|Finnian|Fionn|Finnegan|Finnley,fair or white,classic,0.7,"Finn is an Irish and Celtic name meaning fair or white, an Irish heroic name family tied to Fionn mac Cumhaill and bright folklore. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Brody,M,2020,179,2125,1954,73133,Scottish|Gaelic,en|gd|ga,Latin,Brody|Brodie|Brodey|Brodee|Broderick|Brod,ditch or muddy place,modern,0.4,"Brody is a Scottish and Gaelic name meaning ditch or muddy place, a Scottish surname name with rugged informality and sporty warmth. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Antonio,M,2020,180,2114,1880,254388,Latin|Roman,en|la,Latin,Antonio|Anthony|Antony|Antoine|Anton|Antoni,uncertain roman family name,classic,0.8,"Antonio is a Latin and Roman name meaning uncertain roman family name, a venerable saintly and Roman name with dignified international forms. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Abel,M,2020,181,2109,1880,57531,Hebrew,en|he,Latin|Hebrew,Abel|Habel|Abelard|Abél|Abele|Hevel,breath,timeless,0.8,"Abel is a Hebrew name meaning breath, an early Genesis name with fragile poetic meaning and tragic biblical depth. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Alex,M,2020,182,2095,1880,286304,Greek,en|el,Latin|Greek,Alex|Alexander|Alejandro|Alessandro|Alexandre|Alexei,defender of men,timeless,0.9,"Alex is a Greek name meaning defender of men, evoking Alexander the Great, classical ambition, and a heroic international reach. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Tristan,M,2020,183,2092,1946,123335,Celtic|French,en|ga|fr,Latin,Tristan|Tristen|Tristian|Tristram|Tristán|Drustan,tumult or sorrowful,classic,0.8,"Tristan is a Celtic and French name meaning tumult or sorrowful, an Arthurian romance name with melancholy beauty and medieval literary weight. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Graham,M,2020,184,2083,1881,48499,English|Scottish,en|gd,Latin,Graham|Graeme|Grahem|Gram|Graeham|Greyham,gravelly homestead,classic,0.5,"Graham is an English and Scottish name meaning gravelly homestead, a Scottish surname name with restrained refinement and old place-name roots. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Zayden,M,2020,185,2077,2000,23088,English|Hebrew|Arabic,en|he|ar,Latin|Hebrew|Arabic,Zayden|Zaiden|Zaden|Zaydon|Jayden|Zayd,modern coinage possibly growth or thankful,modern,0.1,"Zayden is an English, Hebrew, and Arabic name with modern coinage possibly growth or thankful, a recent -ayden name with possible Arabic Zayd and Hebrew Jadon echoes. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Judah,M,2020,186,2074,1912,25648,Hebrew,en|he,Latin|Hebrew,Judah|Jude|Judas|Yehuda|Judit|Giuda,praised,timeless,0.8,"Judah is a Hebrew name meaning praised, a compact biblical name with apostolic links and a soulful literary tone. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Xander,M,2020,187,2039,1990,31630,Greek,en|el,Latin|Greek,Xander|Zander|Sander|Alexander|Xandro|Zandro,defender of men,modern,0.5,"Xander is a Greek name meaning defender of men, a clipped Alexander form with heroic ancestry and a crisp contemporary punch. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Miguel,M,2020,188,2032,1880,182004,Hebrew,en|he,Latin|Hebrew,Miguel|Michael|Mikael|Mikhail|Michele|Michał,who is like god,timeless,0.9,"Miguel is a Hebrew name meaning who is like god, rooted in the archangel Michael and carried by saints, rulers, and artists. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Atlas,M,2020,189,2028,1883,9833,Greek,en|el,Latin|Greek,Atlas|Atli|Atlante|Attlas|Atlás,bearer or enduring one,modern,0.7,"Atlas is a Greek name meaning bearer or enduring one, a mythological Titan name with world-bearing strength and adventurous imagery. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Messiah,M,2020,190,2010,1973,18354,Hebrew|Aramaic,en|he,Latin|Hebrew,Messiah|Messias|Mashiach|Masih|Mesiya|Mesías,anointed one,modern,0.8,"Messiah is a Hebrew and Aramaic name meaning anointed one, a title-name with profound religious significance and bold contemporary usage. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Barrett,M,2020,191,1998,1886,24565,Germanic|English,en|de,Latin,Barrett|Baret|Barratt|Barret|Barnett|Barry,bear strength,classic,0.5,"Barrett is a Germanic and English name meaning bear strength, a sturdy surname name with medieval animal-strength imagery. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Tucker,M,2020,192,1997,1884,45780,English,en,Latin,Tucker|Tukker|Toker|Tuck|Tuckerman|Tuckere,cloth softener,modern,0.3,"Tucker is an English name meaning cloth softener, an occupational surname name with casual energy and old textile-trade roots. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Timothy,M,2020,193,1985,1880,1079420,Greek,en|el,Latin|Greek,Timothy|Timotheus|Timoteo|Timofey|Tim|Timmy,honoring god,timeless,0.8,"Timothy is a Greek name meaning honoring god, a New Testament companion name with gentle devotion and long Christian use. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Alan,M,2020,194,1956,1882,354144,Celtic|Breton,en|ga|fr,Latin,Alan|Allen|Alain|Ailean|Ailín|Alun,handsome or little rock,classic,0.6,"Alan is a Celtic and Breton name meaning handsome or little rock, a medieval Celtic name with courtly simplicity and broad European spread. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Edward,M,2020,195,1932,1880,1300479,Old English,en,Latin,Edward|Eduardo|Edouard|Eadweard|Ned|Ted,wealthy guardian,classic,0.9,"Edward is an Old English name meaning wealthy guardian, an English royal name with Anglo-Saxon strength and centuries of regal use. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Leon,M,2020,196,1908,1880,171834,Greek|Latin,en|el|la,Latin|Greek,Leon|Leo|Leonardo|Leonel|Lionel|Leonidas,lion,timeless,0.8,"Leon is a Greek and Latin name meaning lion, a leonine name family that ranges from saints and popes to Renaissance genius. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Dawson,M,2020,197,1907,1885,42291,Hebrew,en|he,Latin|Hebrew,Dawson|David|Dawid|Dávid|Davide|Davis,beloved,timeless,0.9,"Dawson is a Hebrew name meaning beloved, a royal biblical name linked to psalms, kingship, and enduring moral drama. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Eric,M,2020,198,1907,1880,885635,Norse|Germanic,en|no|de,Latin,Eric|Erik|Erick|Eirik|Eiríkr|Erich,eternal ruler,classic,0.7,"Eric is a Norse and Germanic name meaning eternal ruler, a Viking-rooted royal name with clean strength and northern clarity. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Ace,M,2020,199,1900,1882,14628,English|Latin,en|la,Latin,Ace|Acer|Acey|Aeson|Asa|Ase,highest rank or unity,modern,0.2,"Ace is an English and Latin name meaning highest rank or unity, a short word name with winning imagery and bold nickname energy. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Victor,M,2020,200,1886,1880,323512,Latin,en|la,Latin,Victor|Viktor|Víctor|Vittorio|Viktorija|Vic,conqueror,classic,0.8,"Victor is a Latin name meaning conqueror, a Roman victory name with imperial, saintly, and literary force. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Abraham,M,2020,201,1875,1880,95220,Hebrew,en|he,Latin|Hebrew,Abraham|Abram|Avraham|Ibrahim|Abraão|Abramo,father of many,timeless,0.9,"Abraham is a Hebrew name meaning father of many, a patriarchal name central to Jewish, Christian, and Muslim history. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Nicolas,M,2020,202,1875,1882,91765,Greek,en|el,Latin|Greek,Nicolas|Nicholas|Nikolai|Nico|Nicole|Nicolás,victory of the people,timeless,0.9,"Nicolas is a Greek name meaning victory of the people, a saintly Greek name family associated with bishops, generosity, and global tradition. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Jesse,M,2020,203,1859,1880,434769,Hebrew,en|he,Latin|Hebrew,Jesse|Yishai|Jessie|Jesé|Jessa|Jess,gift or god exists,timeless,0.8,"Jesse is a Hebrew name meaning gift or god exists, a biblical royal ancestor name with homespun warmth and musical folk resonance. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Charlie,M,2020,204,1853,1880,202665,Germanic|French,en|de|fr,Latin,Charlie|Charles|Carl|Carlos|Carlo|Karl,free man,classic,0.9,"Charlie is a Germanic and French name meaning free man, a royal name family carried by emperors, kings, and writers across Europe. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Patrick,M,2020,205,1849,1880,681214,Latin|Irish,en|la|ga,Latin,Patrick|Padraig|Pádraig|Patricio|Patrice|Patrik,nobleman,classic,0.8,"Patrick is a Latin and Irish name meaning nobleman, a saintly Roman-Irish name anchored by the patron saint of Ireland. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Walker,M,2020,206,1848,1880,28928,English,en,Latin,Walker|Walkere|Walcher|Walcott|Walt|Walken,cloth walker or fuller,modern,0.3,"Walker is an English name meaning cloth walker or fuller, an occupational surname name with movement, work, and frontier polish. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Joel,M,2020,207,1826,1880,273550,Hebrew,en|he,Latin|Hebrew,Joel|Yoel|Joël|Ioel|Jóel|Joele,yahweh is god,timeless,0.8,"Joel is a Hebrew name meaning yahweh is god, a concise prophetic name with strong theological clarity. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Richard,M,2020,208,1814,1880,2578808,Germanic,en|de,Latin,Richard|Ricardo|Rikard|Riccardo|Ryszard|Dick,brave ruler,classic,0.9,"Richard is a Germanic name meaning brave ruler, a royal Germanic name with crusader, literary, and political weight. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Beckett,M,2020,209,1797,1966,19463,English,en,Latin,Beckett|Becket|Beck|Beckette|Beket,bee cottage or brook,modern,0.4,"Beckett is an English name meaning bee cottage or brook, a literary surname name with saintly echoes and crisp contemporary style. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Blake,M,2020,210,1797,1883,192529,Old English,en,Latin,Blake|Blaik|Blakely|Blakeney|Blaise|Blayke,black or pale,classic,0.5,"Blake is an Old English name meaning black or pale, an English surname name with striking color contrast and literary associations. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
